,name,rating,reviews,type,hq,Average Salary,Latitude,Longitude
0,TCS,3.9,(49.4k Reviews),Public,"Mumbai,Maharashtra ",584000,18.940170000000023,72.83489000000003
1,Accenture,4.1,(32.2k Reviews),Public,Dublin ,407000,53.348070000000064,-6.248269999999934
2,Cognizant,3.9,(29.5k Reviews),Private,Teaneck. New Jersey. ,402000,40.887230000000045,-74.01915999999994
3,ICICI Bank,4.0,(34.8k Reviews),Public,"Mumbai,Maharashtra ",147000,18.940170000000023,72.83489000000003
4,HDFC Bank,4.0,(39.7k Reviews),Public,"Mumbai,Maharashtra ",142000,18.940170000000023,72.83489000000003
5,Wipro,3.9,(28.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",311000,12.966180000000065,77.58690000000007
6,Infosys,3.9,(28.1k Reviews),Public,"Bengaluru/Bangalore,Karnataka ",348000,12.966180000000065,77.58690000000007
7,Capgemini,3.9,(23.9k Reviews),Public,Paris ,284000,48.85717000000005,2.3414000000000215
8,Tech Mahindra,3.7,(21.7k Reviews),Public,"Pune,Maharashtra ",186000,18.504210000000057,73.85286000000008
9,Genpact,4.0,(21k Reviews),Public,"New York,New York ",130000,40.71455000000003,-74.00713999999994
10,HCLTech,3.8,(18.4k Reviews),Public,Noida ,248000,28.533420000000035,77.38190000000003
11,Amazon,4.3,(18.1k Reviews),Public,"Seattle,Washington ",107000,47.60357000000005,-122.32944999999995
12,Axis Bank,3.9,(19k Reviews),Public,"Mumbai,Maharashtra ",113000,18.940170000000023,72.83489000000003
13,IBM,4.2,(15.6k Reviews),Public,"Armonk,New York ",171000,41.12203000000005,-73.70923999999997
14,Concentrix Corpo...,4.1,(15.3k Reviews),Public,"Fremont,California ",75000,37.551480000000026,-121.98329999999999
15,Reliance jio,4.0,(15k Reviews),Public,"Navi Mumbai,Maharashtra ",74000,19.032750000000078,73.02960000000007
16,Larsen & Toubro ...,4.1,(24.7k Reviews),Public,"Mumbai,Maharashtra ",74000,18.940170000000023,72.83489000000003
17,Vodafone Idea,4.2,(13.9k Reviews),Public,"Gandhinagar,Gujrat ",62000,23.21667000000008,72.68333000000007
18,HDB Financial Se...,4.0,(13.4k Reviews),Private,"Ahmedabad,Gujrat ",59000,23.02579000000003,72.58727000000005
19,Teleperformance,3.6,(14.4k Reviews),Private,Paris ,59000,48.85717000000005,2.3414000000000215
20,Kotak Mahindra B...,3.9,(13.7k Reviews),Public,"Mumbai,Maharashtra ",70000,18.940170000000023,72.83489000000003
21,Reliance Industr...,4.1,(43.6k Reviews),Public,"Navi Mumbai,Maharashtra ",56000,19.032750000000078,73.02960000000007
22,Bharti Airtel,4.1,(12.9k Reviews),Public,"Gurgaon/Gurugram,Haryana ",44000,28.477180000000033,77.06857000000008
23,Deloitte,4.1,(10.3k Reviews),Private,"New York,New York ",105000,40.71455000000003,-74.00713999999994
24,Reliance Retail,4.1,(15.5k Reviews),Private,"Navi Mumbai,Maharashtra ",46000,19.032750000000078,73.02960000000007
25,Tata Motors,4.1,(12.4k Reviews),Public,"Pune,Maharashtra ",37000,18.504210000000057,73.85286000000008
26,WNS,3.7,(7k Reviews),Private,"Mumbai,Maharashtra ",40000,18.940170000000023,72.83489000000003
27,Mahindra & Mahin...,3.9,(39.5k Reviews),Public,"Mumbai,Maharashtra ",35000,18.940170000000023,72.83489000000003
28,IndusInd Bank,3.8,(6.8k Reviews),Public,"Gurgaon/Gurugram,Haryana ",48000,28.477180000000033,77.06857000000008
29,BYJU'S,3.5,(11.7k Reviews),Private,"Bangalore,Karnataka ",39000,12.966180000000065,77.58690000000007
30,DXC Technology,3.9,(7.1k Reviews),Public,"Minato,Tokyo ",68000,35.658017080000036,139.7515459000001
31,Ernst & Young,3.8,(6.2k Reviews),Private,London ,78000,51.507408360000056,-0.12769869299995662
32,Hinduja Global S...,4.0,(6.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",23000,12.966180000000065,77.58690000000007
33,Maruti Suzuki,4.2,(6k Reviews),Public,"New Delhi,Delhi ",24000,28.63095000000004,77.21721000000008
34,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 47 more",20 years old,40000,10.84967000000006,106.77036000000004
35,HSBC,4.1,(5.9k Reviews),Private,"Pune,Maharashtra ",44000,18.504210000000057,73.85286000000008
36,Ericsson,4.3,(5.5k Reviews),Private,"Stockholm,Stockholm County ",36000,59.33257000000003,18.06683000000004
37,Bajaj Finserv,4.0,(5.3k Reviews),Public,"Pune,Maharashtra ",27000,18.504210000000057,73.85286000000008
38,IDFC FIRST Bank,4.0,(5.2k Reviews),Public,"Mumbai,Maharashtra ",36000,18.940170000000023,72.83489000000003
39,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra ",19000,18.940170000000023,72.83489000000003
40,Startek,3.4,(4.9k Reviews),Public,"Mumbai,Maharashtra ",17000,18.940170000000023,72.83489000000003
41,Dr. Reddy's,4.2,(5k Reviews),Public,"Hyderabad/Secunderabad,Telangana ",20000,17.442620000000034,78.50195000000008
42,Mphasis,3.8,(4.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",45000,12.966180000000065,77.58690000000007
43,Cipla Pharmaceut...,4.1,(4.9k Reviews),Public,"Mumbai,Maharashtra ",21000,18.940170000000023,72.83489000000003
44,Sutherland Globa...,3.9,(5.1k Reviews),Private,"Pittsford,New York ",21000,43.09137000000004,-77.51678999999996
45,Jana Small Finan...,3.8,(4.7k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",18000,12.966180000000065,77.58690000000007
46,Yes Bank,4.0,(4.6k Reviews),Public,"Mumbai,Maharashtra ",38000,18.940170000000023,72.83489000000003
47,Asian Paints,4.2,(4.8k Reviews),Public,"Mumbai,Maharashtra ",19000,18.940170000000023,72.83489000000003
48,ICICI Prudential...,4.1,(4.5k Reviews),Public,"Mumbai,Maharashtra ",24000,18.940170000000023,72.83489000000003
49,NTT DATA,4.0,(4.7k Reviews),Private,"Chiyoda City,Tokyo ",43000,35.693937496000046,139.75370766100002
50,HCL Group,3.8,(24.4k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),1000,20.007840000000044,74.70199000000008
51,Udaan,4.1,(4.3k Reviews),Private,"Bangalore,Karnataka ",21000,12.966180000000065,77.58690000000007
52,HDFC Life,4.1,(5.6k Reviews),Public,"Mumbai,Maharashtra ",27000,18.940170000000023,72.83489000000003
53,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra ",19000,18.940170000000023,72.83489000000003
54,Indian Army,4.7,(4.2k Reviews),Public,"New Delhi,Delhi ",11000,28.63095000000004,77.21721000000008
55,EXL Service,3.9,(5.3k Reviews),Private,"New York City,New York ",26000,40.71455000000003,-74.00713999999994
56,L&T Infotech,3.9,(4.1k Reviews),Public,"Mumbai,Maharashtra ",57000,18.940170000000023,72.83489000000003
57,PwC,3.8,(4.1k Reviews),Partnership,London ,51000,51.507408360000056,-0.12769869299995662
58,Home Credit Fina...,4.2,(4k Reviews),Private,Gurugram ,11000,28.477180000000033,77.06857000000008
59,UltraTech Cement,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra ",18000,18.940170000000023,72.83489000000003
60,Bajaj Finance,4.1,(4.4k Reviews),Private,"Pune,Maharashtra ",22000,18.504210000000057,73.85286000000008
61,ITC,3.9,(7.3k Reviews),Public,"Kolkata,West Bengal ",18000,22.57059000000004,88.37133000000006
62,Hindustan Unilev...,4.3,(4.4k Reviews),Public,"Mumbai,Maharashtra ",19000,18.940170000000023,72.83489000000003
63,Paytm,3.7,(4.4k Reviews),Public,Noida ,23000,28.533420000000035,77.38190000000003
64,Ujjivan Small Fi...,4.1,(3.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",14000,12.966180000000065,77.58690000000007
65,KPMG,3.8,(3.9k Reviews),Partnership,Bengaluru/Bangalore ,40000,12.966180000000065,77.58690000000007
66,Mindtree,4.1,(3.7k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",58000,12.966180000000065,77.58690000000007
67,OPPO,4.0,(3.9k Reviews),Public,"Dongguan,Guangdong ",14000,23.017970000000048,113.74866000000009
68,Zydus Cadila,4.2,(4.7k Reviews),Public,"Ahmedabad, India ",15000,23.027780000000064,72.60025000000007
69,IIFL,3.9,(3.6k Reviews),Public,"Mumbai,Maharashtra ",19000,18.940170000000023,72.83489000000003
70,iEnergizer,4.1,(3.6k Reviews),Private,"Noida,Uttar Pradesh ",13000,28.533420000000035,77.38190000000003
71,JP Morgan Chase,4.2,(3.6k Reviews),Private,"New York,New York ",48000,40.71455000000003,-74.00713999999994
72,Shapoorji Pallon...,4.3,(6.8k Reviews),Private,"Mumbai,Maharashtra ",13000,18.940170000000023,72.83489000000003
73,Shriram Transpor...,4.2,(3.9k Reviews),Public,"Mumbai,Maharashtra ",13000,18.940170000000023,72.83489000000003
74,Sun Pharmaceutic...,4.1,(4.1k Reviews),Public,Mumbai ,17000,18.940170000000023,72.83489000000003
75,Ashok Leyland,4.1,(3.6k Reviews),Public,"Chennai,Tamil Nadu ",16000,13.083750000000066,80.28256000000005
76,Vivo,4.1,(3.5k Reviews),Private,"Gurgaon/Gurugram,Haryana ",13000,28.477180000000033,77.06857000000008
77,Mahindra & Mahin...,4.3,(5k Reviews),Public,"Mumbai,Maharashtra ",12000,18.940170000000023,72.83489000000003
78,Aurobindo Pharma,4.0,(3.7k Reviews),Public,"Hyderabad/Secunderabad,Telangana ",17000,17.442620000000034,78.50195000000008
79,Wells Fargo Indi...,4.2,(3.4k Reviews),Public,"San Francisco,California ",32000,37.777120000000025,-122.41966999999994
80,Bandhan Bank,3.9,(3.5k Reviews),Public,"Kolkata,West Bengal ",19000,22.57059000000004,88.37133000000006
81,Fidelity Nationa...,4.1,(3.5k Reviews),Private,"Jacksonville,Florida ",29000,30.331470000000024,-81.65621999999996
82,Delhivery,4.2,(3.7k Reviews),Private,"Delhi,NCT ",14000,28.651950000000056,77.23149000000006
83,Hewlett-Packard ...,4.3,(3.7k Reviews),Private,"Houston,Texas ",26000,29.760780000000068,-95.36951999999997
84,Apollo Hospitals,4.1,(5.5k Reviews),Public,"San Francisco,California ",13000,37.777120000000025,-122.41966999999994
85,Intelenet Global...,3.7,(3.3k Reviews),Private,"Mumbai,Maharashtra ",8000,18.940170000000023,72.83489000000003
86,Siemens,4.2,(4.9k Reviews),Public,"Munich,Bavaria ",22000,48.13641000000007,11.577540000000056
87,Reliance Communi...,4.0,(4k Reviews),Public,"Navi Mumbai,Maharashtra ",13000,19.032750000000078,73.02960000000007
88,Nokia,4.2,(4.6k Reviews),Private,"Espoo,Southern Finland ",22000,60.20678000000004,24.65578000000005
89,Future Group,4.2,(10.3k Reviews),Private,"Mumbai,Maharashtra ",12000,18.940170000000023,72.83489000000003
90,eClerx,3.6,(3.2k Reviews),Public,"Mumbai,Maharashtra ",19000,18.940170000000023,72.83489000000003
91,AU Small Finance...,4.0,(4.3k Reviews),Private,"Jaipur,Rajasthan ",16000,26.925890000000038,75.80676000000005
92,Max Life Insuran...,4.2,(3.2k Reviews),JV,"Gurgaon/Gurugram,Haryana ",17000,28.477180000000033,77.06857000000008
93,Oracle,3.9,(4k Reviews),Public,"Austin,Texas ",43000,30.26759000000004,-97.74298999999996
94,First Source,3.9,(3.1k Reviews),Public,"Mumbai,Maharashtra ",15000,18.940170000000023,72.83489000000003
95,Hero MotoCorp,4.2,(3.2k Reviews),Public,"Gurgaon/Gurugram,Haryana ",12000,28.477180000000033,77.06857000000008
96,TATA Steel,4.1,(4.8k Reviews),Public,"Mumbai,Maharashtra ",15000,18.940170000000023,72.83489000000003
97,TVS Motor,4.1,(4.5k Reviews),Public,"Chennai,Tamil Nadu ",12000,13.083750000000066,80.28256000000005
98,JSW Steel,3.9,(3.3k Reviews),Public,"Mumbai,Maharashtra ",18000,18.940170000000023,72.83489000000003
99,Hexaware Technol...,3.7,(3.1k Reviews),Public,"Mumbai,Maharashtra ",32000,18.940170000000023,72.83489000000003
100,Tata Projects,4.2,(3.1k Reviews),Public,"Mumbai,Maharashtra ",17000,18.940170000000023,72.83489000000003
101,Oyo Rooms,3.5,(3.2k Reviews),Private,"Gurgaon,Haryana ",22000,28.477180000000033,77.06857000000008
102,JLL,4.3,(3k Reviews),Private,"Mumbai,Maharashtra ",15000,18.940170000000023,72.83489000000003
103,Cyient,3.7,(3k Reviews),Public,"Hyderabad/Secunderabad,Telangana ",19000,17.442620000000034,78.50195000000008
104,Wipro BPS,3.8,(3k Reviews),Bengaluru + 36 more,22 years old,12000,9.49947000000003,76.34228000000007
105,Hyundai Motor,4.2,(4k Reviews),Private,Seoul ,11000,37.56600000000003,126.97840000000008
106,JustDial,3.5,(2.9k Reviews),Public,"Mumbai,Maharashtra ",14000,18.940170000000023,72.83489000000003
107,Bosch,4.2,(6.3k Reviews),Public,"Gerlingen,Baden-Wuerttemberg ",15000,48.80006000000003,9.062880000000064
108,Quess,3.9,(9k Reviews),Public,Bangalore ,18000,12.966180000000065,77.58690000000007
109,Bajaj Allianz Li...,4.1,(2.9k Reviews),Private,Pune ,18000,18.504210000000057,73.85286000000008
110,Atos Syntel,3.7,(4.6k Reviews),Private,"Troy,Michigan ",26000,42.562380000000076,-83.15417999999994
111,Megha Engineerin...,4.2,(2.7k Reviews),Private,"Hyderabad/Secunderabad,Telangana ",13000,17.442620000000034,78.50195000000008
112,Samsung,4.0,(7.6k Reviews),Public,Seoul ,26000,37.56600000000003,126.97840000000008
113,L&T Construction,4.2,(3.6k Reviews),Public,Chennai ,12000,13.083750000000066,80.28256000000005
114,Manappuram Finan...,4.0,(3.4k Reviews),Public,"Thrissur/Trichur,Kerala ",8000,10.510820000000024,76.21121000000005
115,Omega Healthcare,3.8,(2.7k Reviews),Private,Florida ,13000,28.56604489500006,-81.68864878999995
116,D Mart,4.0,(2.6k Reviews),Private,"Mumbai,Maharashtra ",11000,18.940170000000023,72.83489000000003
117,BNY Mellon,4.2,(2.6k Reviews),Private,"New York City,New York ",21000,40.71455000000003,-74.00713999999994
118,SBI Cards & Paym...,3.8,(2.6k Reviews),Government,"Gurgaon/Gurugram,Haryana ",16000,28.477180000000033,77.06857000000008
119,Viatris,4.3,(2.6k Reviews),"Canonsburg,Pennsylvania + 64 more",61 years old,11000,9.49947000000003,76.34228000000007
120,Fullerton India,4.2,(2.6k Reviews),Private,Mumbai ,10000,18.940170000000023,72.83489000000003
121,Cummins,4.3,(3.2k Reviews),"Columbus,Indiana + 85 more",60 years old,11000,9.49947000000003,76.34228000000007
122,Aditya Birla Fas...,4.2,(3.3k Reviews),Private,Mumbai ,10000,18.940170000000023,72.83489000000003
123,IQVIA,4.2,(2.6k Reviews),Partnership,Durham ,20000,35.99544000000003,-78.89649999999995
124,Godrej & Boyce M...,3.9,(2.9k Reviews),Private,"Mumbai,Maharashtra ",15000,18.940170000000023,72.83489000000003
125,UnitedHealth,4.1,(4.6k Reviews),Private,"Minnetonka,Minnesota ",19000,44.94007000000005,-93.46738999999997
126,CBRE,4.3,(2.5k Reviews),Private,"Los Angeles,California ",12000,34.053570000000036,-118.24544999999995
127,State Bank of In...,3.8,(5k Reviews),"Mumbai,Maharashtra + 348 more",216 years old,10000,,
128,Nagarro,4.5,(2.5k Reviews),Private,"Munich,Bavaria ",15000,48.13641000000007,11.577540000000056
129,ICICI Lombard Ge...,3.9,(2.4k Reviews),Public,"Mumbai,Maharashtra ",14000,18.940170000000023,72.83489000000003
130,JBM Group,4.0,(3k Reviews),Public,"Gurgaon/Gurugram,Haryana ",10000,28.477180000000033,77.06857000000008
131,Equitas Small Fi...,4.2,(2.4k Reviews),Private,"Chennai,Tamil Nadu ",11000,13.083750000000066,80.28256000000005
132,Royal Enfield,4.2,(2.4k Reviews),Private,"Gurgaon/Gurugram,Haryana ",12000,28.477180000000033,77.06857000000008
133,Nagarjuna Constr...,4.1,(2.5k Reviews),Public,"Hyderabad/Secunderabad,Telangana ",10000,17.442620000000034,78.50195000000008
134,Dominos Pizza,4.1,(2.4k Reviews),Public,"Ypsilanti,Michigan ",4000,42.24081000000007,-83.61308999999994
135,Amdocs,4.1,(2.4k Reviews),Private,"Chesterfield,Missouri ",27000,38.654030000000034,-90.55200999999994
136,Bajaj Auto,4.0,(2.4k Reviews),Public,"Pune,Maharashtra ",9000,18.504210000000057,73.85286000000008
137,Schneider Electr...,4.2,(3.9k Reviews),Private,Paris ,15000,48.85717000000005,2.3414000000000215
138,Ford Motor,4.5,(2.8k Reviews),Public,"Dearborn,Michigan ",12000,42.32207000000005,-83.17628999999994
139,Bosch Global Sof...,4.2,(2.4k Reviews),Private,Gerlingen ,24000,48.80006000000003,9.062880000000064
140,Tata Communicati...,4.2,(3.2k Reviews),Public,"Mumbai,Maharashtra ",17000,18.940170000000023,72.83489000000003
141,Axis Direct,4.0,(2.4k Reviews),Private,"San Mateo,California ",8000,37.54704000000004,-122.31484999999998
142,BigBasket,4.1,(2.4k Reviews),Private,"Bangalore,Karnataka ",11000,12.966180000000065,77.58690000000007
143,UST,4.0,(2.4k Reviews),Private,"Aliso Viejo,California ",27000,33.56964000000005,-117.72681999999998
144,Indiamart Interm...,3.7,(2.4k Reviews),Private,"Noida,Uttar Pradesh ",13000,28.533420000000035,77.38190000000003
145,Wipro Infotech,4.0,(2.4k Reviews),Private,Bangalore ,4000,12.966180000000065,77.58690000000007
146,Muthoot Fincorp,4.0,(2.3k Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala ",8000,8.505190000000027,76.95139000000006
147,Ecom Express,4.2,(2.3k Reviews),Private,"Gurgaon,Haryana ",8000,28.477180000000033,77.06857000000008
148,Dell,4.2,(3.7k Reviews),Private,"Round Rock,Texas ",21000,30.509040000000027,-97.67721999999998
149,Wipro Consumer ...,3.9,(3k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",2000,12.966180000000065,77.58690000000007
150,SBI Life Insuran...,3.8,(2.3k Reviews),Government,"Mumbai,Maharashtra ",12000,18.940170000000023,72.83489000000003
151,John Deere,4.4,(2.5k Reviews),Private,"Moline,Illinois ",10000,41.49177000000003,-90.49036999999998
152,Whitehat jr,3.8,(2.3k Reviews),Private,"Mumbai,Maharashtra ",8000,18.940170000000023,72.83489000000003
153,Flex,4.1,(2.3k Reviews),Private,San Jose ,15000,37.33865000000003,-121.88541999999995
154,Hetero Drugs,3.9,(2.6k Reviews),Private,"Hyderabad/Secunderabad,Telangana ",10000,17.442620000000034,78.50195000000008
155,LG Electronics,4.0,(2.3k Reviews),Public,"Seoul,Seoul ",9000,37.56600000000003,126.97840000000008
156,L&T Financial Se...,4.0,(2.3k Reviews),Public,"Mumbai,Maharashtra ",10000,18.940170000000023,72.83489000000003
157,Motherson Sumi S...,3.8,(3.7k Reviews),Public,"Noida,Uttar Pradesh ",10000,28.533420000000035,77.38190000000003
158,Sodexo,4.1,(2.4k Reviews),Private,Issy Les Moulineaux ,8000,48.82123000000007,2.251610000000028
159,KEC Internationa...,4.1,(2.2k Reviews),Public,"Mumbai,Maharashtra ",9000,18.940170000000023,72.83489000000003
160,Cholamandalam In...,4.2,(2.3k Reviews),Private,"Chennai,Tamil Nadu ",10000,13.083750000000066,80.28256000000005
161,GlobalLogic,4.0,(2.2k Reviews),Private,"San Jose,California ",20000,37.33865000000003,-121.88541999999995
162,Abbott Healthcar...,4.1,(4.3k Reviews),Public,"Illinois City,Illinois ",10000,41.39724000000007,-90.89952999999997
163,Muthoot Finance,3.6,(2.2k Reviews),Public,"Kochi/Cochin,Kerala ",13000,9.936020000000042,76.26141000000007
164,Thermax,4.2,(2.4k Reviews),Public,"Pune,Maharashtra ",10000,18.504210000000057,73.85286000000008
165,Subros,4.0,(2.2k Reviews),Public,"Noida,Uttar Pradesh ",9000,28.533420000000035,77.38190000000003
166,Intas Pharmaceut...,4.3,(2.2k Reviews),Private,"Ahmedabad,Gujrat ",11000,23.02579000000003,72.58727000000005
167,Capgemini Techno...,4.1,(2.1k Reviews),Bengaluru/Bangalore + 23 more,,1000,18.776095735718457,100.77393496801147
168,Hindustan Coca C...,4.4,(2.1k Reviews),Private,Bangalore ,6000,12.966180000000065,77.58690000000007
169,Virtusa Consulti...,3.8,(2.2k Reviews),Private,"Southborough,Massachusetts ",31000,42.29042000000004,-71.52649999999994
170,Automatic Data P...,4.2,(2.1k Reviews),New Jersey + 10 more,73 years old,15000,9.49947000000003,76.34228000000007
171,Optum,4.1,(2.1k Reviews),Private,Minnesota ,16000,46.34885576600004,-94.20079058299996
172,Simplex Infrastr...,3.7,(2.3k Reviews),Public,"Kolkata,West Bengal ",7000,22.57059000000004,88.37133000000006
173,Swiggy,4.1,(2.3k Reviews),Private,"Bangalore,Karnataka ",15000,12.966180000000065,77.58690000000007
174,VE Commercial Ve...,4.0,(2.1k Reviews),Private,"Gurgaon/Gurugram,Haryana ",9000,28.477180000000033,77.06857000000008
175,Varun Beverages,4.0,(2.1k Reviews),Public,"Gurgaon/Gurugram,Haryana ",8000,28.477180000000033,77.06857000000008
176,Atos,3.9,(7.9k Reviews),Private,"Vilnius,Vilniaus Apskritis ",22000,54.69062000000008,25.269800000000032
177,Wipro Enterprise...,3.9,(5.1k Reviews),Bangalore + 65 more,77 years old,4000,9.49947000000003,76.34228000000007
178,Macleods Pharmac...,3.9,(2.1k Reviews),Public,"Mumbai,Maharashtra ",11000,18.940170000000023,72.83489000000003
179,Muthoot Group,3.6,(4.7k Reviews),Public,"Wedel,Schleswig-holstein ",4000,53.58185000000003,9.701370000000054
180,NatWest Group,4.1,(2.2k Reviews),Government,Gurgaon/Gurugram ,14000,28.477180000000033,77.06857000000008
181,Gati kwe,4.2,(2k Reviews),Private,"Hyderabad/Secunderabad,Telangana ",5000,17.442620000000034,78.50195000000008
182,Indian Air Force,4.6,(2k Reviews),Private,"New Delhi,Delhi ",4000,28.63095000000004,77.21721000000008
183,Alembic Pharmace...,4.1,(2k Reviews),Public,"Vadodara/Baroda,Gujrat ",11000,22.299410000000023,73.20812000000006
184,American Express,4.4,(2k Reviews),Private,"New York City,New York ",15000,40.71455000000003,-74.00713999999994
185,Randstad,4.1,(2.1k Reviews),Private,"Chennai,Tamil Nadu ",9000,13.083750000000066,80.28256000000005
186,Shoppers Stop,4.3,(2k Reviews),Public,"Mumbai,Maharashtra ",7000,18.940170000000023,72.83489000000003
187,Arvind Group,4.1,(2.4k Reviews),Public,"Ahmedabad,Gujrat ",7000,23.02579000000003,72.58727000000005
